term
http://www.ebi.ac.uk/swo/license/SWO_1000048
http://purl.obolibrary.org/obo/IAO_0000064
http://www.ebi.ac.uk/swo/SWO_0004006
http://purl.obolibrary.org/obo/IAO_0000027
http://www.ebi.ac.uk/swo/SWO_1100075
http://www.ebi.ac.uk/swo/SWO_1100047
http://www.ebi.ac.uk/swo/SWO_0000690
http://www.geneontology.org/formats/oboInOwl#ObsoleteClass
http://www.ebi.ac.uk/swo/SWO_0000001
http://purl.obolibrary.org/obo/RO_0002353
http://purl.obolibrary.org/obo/RO_0002578
urn:swrl#mf
urn:swrl#mf2
http://purl.obolibrary.org/obo/IAO_0000420
http://www.ebi.ac.uk/swo/SWO_0000086
http://www.ebi.ac.uk/swo/SWO_0000661
http://www.ebi.ac.uk/swo/SWO_1100080
http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
http://purl.obolibrary.org/obo/OBI_0200000
http://www.ebi.ac.uk/swo/SWO_0004004
http://www.ebi.ac.uk/efo/swo/SWO_0000073
http://www.ebi.ac.uk/swo/objective/SWO_7000017
http://www.ebi.ac.uk/swo/SWO_0004002
http://edamontology.org/format_2331
http://purl.obolibrary.org/obo/IAO_0000123
http://edamontology.org/data_2968
http://purl.obolibrary.org/obo/IAO_0000120
http://www.ebi.ac.uk/swo/data/SWO_3000049
http://www.ebi.ac.uk/swo/SWO_0000409
http://purl.obolibrary.org/obo/RO_0000057
http://www.ebi.ac.uk/efo/swo/SWO_0000242
http://www.ebi.ac.uk/swo/license/SWO_1000103
http://www.ebi.ac.uk/swo/SWO_1100065
http://edamontology.org/format_2332
http://www.ebi.ac.uk/swo/SWO_0000132
http://www.ebi.ac.uk/swo/SWO_9000071
http://purl.obolibrary.org/obo/valid_for_go_annotation_extension
http://purl.obolibrary.org/obo/valid_for_gocam
http://purl.obolibrary.org/obo/RO_0002211
http://purl.obolibrary.org/obo/RO_0002305
http://purl.obolibrary.org/obo/RO_0002335
http://purl.obolibrary.org/obo/valid_for_go_ontology
http://purl.obolibrary.org/obo/ro/docs/causal-relations
http://www.ebi.ac.uk/swo/data/SWO_3000014
http://www.ebi.ac.uk/swo/data/SWO_3000008
http://purl.obolibrary.org/obo/RO_0002334
http://www.ebi.ac.uk/swo/SWO_0040005
http://www.ebi.ac.uk/swo/objective/SWO_7000015
http://www.ebi.ac.uk/swo/SWO_0000406
